#{"t_start": 1697827651.0065866, "env_id": "None"}
r,l,t,rendimiento,porfolio,comision
-0.052813873,100,1532.911554,0.9485565485689188,[0.16854641 0.         0.         0.25092104 0.32847098 0.25206158],0.0032472155685536563
-0.3343563,100,1532.911599,0.715798658137131,[0.2  0.19 0.12 0.12 0.12 0.25],0.0007271939687430859
-0.19070266,100,1532.911644,0.8263782365022387,[0.01002865 0.10798698 0.11050656 0.33379763 0.3289472  0.10873298],0.001950000030174852
-0.06392434,100,1535.879205,0.9380759579993083,[0.2 0.1 0.1 0.1 0.3 0.2],0.0008559201173484327
-0.09077203,100,1535.879345,0.9132258827350984,[0.16 0.24 0.12 0.24 0.   0.24],0.0010942864812910557
-0.41878504,100,1535.879423,0.6578455873457337,[0.08951648 0.33228526 0.         0.24916725 0.07734323 0.2516878 ],0.001916528920829296
-0.14748326,100,1535.879477,0.8628768862127233,[0.30093035 0.         0.         0.31021366 0.08027627 0.3085797 ],0.002111382711678743
-0.24959785,100,1535.879531,0.7791140298142506,[0.2903992  0.14003174 0.07024505 0.07102787 0.28659937 0.14169677],0.0022142010986804963
-0.12263415,100,1535.879595,0.8845872249002582,[0.1690892  0.21951175 0.         0.22098418 0.16890153 0.22151335],0.0010999999999999998
-0.17626053,100,1535.879639,0.8383995322278104,[0.0098587  0.07916998 0.2501237  0.32921463 0.07880456 0.25282842],0.002510716132074594
-0.08398166,100,1535.879685,0.9194481009823413,[-0.00991371  0.2957787   0.06986184  0.28836727  0.28631014  0.06959577],0.0026935221761465074
-0.17020829,100,1538.836647,0.8434890948198676,[0.4 0.2 0.  0.  0.2 0.2],0.003000000040978193
-0.15765175,100,1538.836766,0.854147221203011,[0.09990347 0.23998167 0.12120716 0.18024637 0.17768349 0.18097784],0.001696942043304443
-0.33717683,100,1538.836844,0.7137826183805396,[0.21972696 0.18048511 0.23927595 0.24030297 0.06076674 0.05944227],0.002449999939650297
-0.10372127,100,1538.836895,0.9014765464397451,[0.12116697 0.22130682 0.         0.21868993 0.32875824 0.11007802],0.001250000025331974
-0.1909658,100,1538.836971,0.8261608440914674,[0.28115955 0.         0.18049769 0.2697832  0.26855958 0.        ],0.0019999999925494195
-0.04801056,100,1538.837018,0.9531237330421167,[0.1  0.18 0.24 0.   0.24 0.24],0.0014000000119209289
-0.17867166,100,1538.837064,0.8363804829631268,[0.27250478 0.         0.20041804 0.129585   0.12642244 0.27106977],0.0013559899665415288
-0.08555616,100,1538.837111,0.9180015804267025,[0.01 0.36 0.18 0.   0.27 0.18],0.0025475239448249343
-0.16549763,100,1541.802887,0.8474718995129803,[0.1  0.18 0.24 0.18 0.06 0.24],0.0017488730981945993
-0.23928593,100,1541.803009,0.7871898140651832,[0.12045255 0.19024557 0.19046399 0.06028009 0.24784127 0.19071652],0.002200000037252903
-0.18658571,100,1541.803086,0.829787424482925,[0.15933378 0.18108311 0.12052413 0.1812455  0.17948829 0.1783252 ],0.0022500087392516442
-0.16100308,100,1541.803138,0.8512894158849845,[0.30919474 0.15191305 0.         0.31008497 0.14816877 0.08063845],0.0013173335254192354
-0.29442787,100,1541.803212,0.7449576966080074,[0.14332104 0.11972062 0.2492952  0.11716939 0.25078613 0.11970761],0.0014986155316233634
-0.19243431,100,1541.80326,0.8249485054452628,[0.18052311 0.07905973 0.08068923 0.25089568 0.3305022  0.07833002],0.0013438838079571722
-0.10660172,100,1541.803306,0.898883591984262,[0.19756126 0.10586958 0.1992285  0.19918062 0.         0.29816002],0.0007999999821186066
-0.10445598,100,1541.803371,0.900814445604395,[0.25843427 0.5005261  0.         0.11927736 0.         0.12176231],0.002168419259786606
-0.23206009,100,1544.763018,0.7928985090697271,[0.         0.28527862 0.2906074  0.21427786 0.13955438 0.07028174],0.0013999999813735487
-0.062384564,100,1544.763145,0.939521498747304,[0.01006443 0.0908856  0.26927048 0.09067869 0.35941887 0.17968191],0.0012341481884010136
-0.06500103,100,1544.763226,0.9370664839879032,[0.15912901 0.20974793 0.0702425  0.2112208  0.20984519 0.13981457],0.0020000000335276126
-0.14107688,100,1544.76328,0.8684225520059978,[0.23016055 0.22200839 0.         0.21898457 0.10977162 0.21907486],0.0022913647510111332
-0.2327083,100,1544.763353,0.7923847023420733,[0.16089681 0.15047587 0.22860117 0.         0.31025815 0.149768  ],0.0014063844382762906
-0.21240057,100,1544.763402,0.8086407008138152,[0.   0.   0.17 0.33 0.33 0.17],0.0018138814710080622
-0.17825872,100,1544.763447,0.8367259140374613,[0.17011343 0.06004003 0.21870118 0.22014679 0.1111813  0.21981725],0.0016498577252030372
-0.10206832,100,1544.763492,0.9029678747110037,[0.18958744 0.18854961 0.12054516 0.25113094 0.         0.25018683],0.001652643543481827
-0.17243613,100,1547.731815,0.8416120452984295,[0.19945215 0.10008659 0.09980249 0.20043924 0.20093057 0.19928896],0.001999999962747097
-0.31749225,100,1547.731934,0.7279723046532661,[0.32765302 0.17102192 0.07993155 0.         0.1723011  0.2490924 ],0.0016499999538064007
-0.10770191,100,1547.732012,0.8978952060971235,[0.15 0.31 0.23 0.31 0.   0.  ],0.00319928541071713
-0.09067644,100,1547.732064,0.9133131838788663,[0.39831442 0.         0.         0.0992834  0.20189877 0.3005034 ],0.0018011827021837234
-0.21854883,100,1547.732133,0.803684236534159,[0.15002082 0.         0.14831027 0.07970323 0.31298614 0.30897954],0.0012034396826289594
-0.16317673,100,1547.73218,0.8494410491160627,[0.21986975 0.17126489 0.22052346 0.10930337 0.1093595  0.16967902],0.001903702883422375
-0.18553329,100,1547.732227,0.830661196837217,[0.21641628 0.17961559 0.06081272 0.1217102  0.24028635 0.18115887],0.0026978558897972106
-0.18980365,100,1547.732275,0.8271215338295111,[0.31134704 0.0807548  0.15072829 0.22897549 0.         0.2281944 ],0.0014075598165392874
-0.35143882,100,1550.699274,0.7036749134571545,[0.01017459 0.4943921  0.25064677 0.         0.12291288 0.12187366],0.00234999998472631
-0.13107882,100,1550.699396,0.8771486195019141,[0.        0.3921033 0.2003235 0.        0.        0.4075732],0.002000000026077032
-0.21222825,100,1550.699472,0.8087800944690278,[0.14831969 0.         0.         0.2302716  0.3103497  0.31105903],0.0028093924768269065
-0.1051333,100,1550.699527,0.9002045342850782,[0.29 0.21 0.   0.07 0.14 0.29],0.0009517739042639732
-0.07598561,100,1550.6996,0.9268295311783495,[0.1294656  0.13066788 0.2701778  0.2007986  0.26889008 0.        ],0.0008965167351067067
-0.15597747,100,1550.699648,0.8555784544196966,[0.29966953 0.09915429 0.40173307 0.19944312 0.         0.        ],0.0021970428973436358
-0.12476262,100,1550.699694,0.8827064346838992,[0.22943601 0.14992288 0.22914463 0.07929074 0.230535   0.08167073],0.002250441883411259
-0.11412327,100,1550.699739,0.8921479643465694,[0.11557449 0.         0.45416316 0.21863705 0.         0.2116253 ],0.0022341669216752054
-0.00089695666,100,1553.660223,0.9991034508600721,[0.         0.40177453 0.10031673 0.         0.09985162 0.39805713],0.0030999999940395356
-0.028702103,100,1553.660355,0.9717058893052094,[0.         0.07028861 0.13966992 0.2100557  0.28733984 0.29264593],0.0019500439971685407
-0.14400029,100,1553.660439,0.8658874864716852,[0.01 0.   0.25 0.25 0.12 0.37],0.0032960903406143195
-0.26900414,100,1553.660491,0.7641400736533163,[0.1957764  0.09914768 0.15321387 0.20049691 0.20332006 0.14804506],0.001292527846992016
0.04364001,100,1553.660559,1.0446062276947616,[0.09902007 0.09971906 0.2003964  0.19954039 0.20193005 0.19939402],0.0015999999567866325
-0.13465798,100,1553.660604,0.8740147979557132,[0.17924783 0.         0.33336282 0.08107946 0.32708445 0.07922546],0.0025916712641716006
-0.08246927,100,1553.660649,0.9208397220091679,[0.         0.         0.         0.49790716 0.50209284 0.        ],0.004999999981373549
-0.19535364,100,1553.660694,0.8225437095722783,[0.1726301  0.         0.24947882 0.3288675  0.         0.24902357],0.002350000040233135
-0.05481955,100,1556.6259,0.946655954480656,[0.         0.12893079 0.19963698 0.26927233 0.2718114  0.1303485 ],0.001350000037252903
-0.2544548,100,1556.626023,0.7753391238786707,[0.24695219 0.24875706 0.         0.24806045 0.         0.2562303 ],0.002752988524734974
-0.22656114,100,1556.6261,0.7972705687439949,[0.21 0.16 0.   0.21 0.21 0.21],0.001494443253986538
